,,Unnamed: 0,Unnamed: 0.1,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Director,Actors,Language,imdbRating,Total Gross,last year_totalgross,genre_gross,count_num
4183,4281,6436,10383,The Pyramid,2014,685,USA,Action,Rated,89,2014-12-05,Grégory Levasseur,"['Ashley Hinshaw', "" Denis O'Hare"", ' James Buckley']",English,4.6,2756333.0,10893180888.0,2225063194.0,26
4184,4282,6437,10386,A Place at the Table,2012,35,USA,Documentary,Rated,84,2013-03-01,Kristi Jacobson,"['Adam Appelhanz', ' David Beckmann', ' Joel Berg']",English,6.9,231378.0,11041914748.0,131885122.0,41
4185,4283,6438,10387,The Place Beyond the Pines,2012,1584,USA,Crime,Rated,140,2013-03-29,Derek Cianfrance,"['Ryan Gosling', ' Craig Van Hook', ' Eva Mendes']",English,7.3,21403519.0,11041914748.0,,41
4186,4284,6440,10396,Planes,2013,3716,USA,Animation,Rated,91,2013-08-09,Klay Hall,"['Dane Cook', ' Stacy Keach', ' Brad Garrett']",English,5.8,90288712.0,11041914748.0,,44
4187,4285,6441,10397,Planes: Fire & Rescue,2014,3839,USA,Animation,Rated,83,2014-07-18,Roberts Gannaway,"['Dane Cook', ' Ed Harris', ' Julie Bowen']",English,6.0,59165787.0,10893180888.0,,28
4188,4286,6442,10398,Planet 51,2009,3035,Spain,Animation,Rated,91,2009-11-20,Jorge Blanco,"['Dwayne Johnson', ' Jessica Biel', ' Justin Long']",English,6.1,42194060.0,9750709587.0,,29
4189,4287,6443,10399,Planet B-Boy,2007,14,USA,Documentary,Unrated,95,2008-03-21,Benson Lee,"['Stephane Fiossanangaye', ' Mr. Freeze', ' Luis Mateo']",English,7.8,273870.0,9767268194.0,70723219.0,32
4190,4288,6444,10400,Planet of Snail,2011,2,South Korea,Documentary,Unrated,88,2012-07-25,Seung-jun Yi,['nan'],Korean,7.2,13957.0,10187347362.0,82817592.0,23
4191,4289,6446,10402,Planetarium,2016,1,France,Drama,Rated,105,2017-08-11,Rebecca Zlotowski,"['Natalie Portman', ' Lily-Rose Depp', ' Emmanuel Salinger']",English,4.8,3262.0,11216236720.0,1339173437.0,42
4192,4290,6447,10403,Plastic Planet,2009,2,Austria,Documentary,Rated,95,2011-01-14,Werner Boote,"['Werner Boote', ' John Taylor', ' Peter Lieberzeit']",English,7.3,3164.0,10589599184.0,93825307.0,23
4193,4291,6448,10409,Play the Game,2009,55,USA,Comedy,Rated,105,2009-02-27,Marc Fienberg,"['Paul Campbell', ' Andy Griffith', ' Doris Roberts']",English,6.5,659483.0,9750709587.0,2099450726.0,18
4194,4292,6449,10410,Playback,2012,1,USA,Horror,Rated,98,2012-03-16,Michael A. Nickles,"['Luke Bonczyk', ' Jana Veldheer', ' Johnny Pacar']",English,4.3,264.0,10187347362.0,404326975.0,49
4195,4293,6450,10413,Players,2012,0,India,Action,Rated,163,1979-06-08,Abbas Alibhai Burmawalla,"['Vinod Khanna', ' Abhishek Bachchan', ' Bobby Deol']",Hindi,4.1,4896094.0,,,1
4196,4294,6451,10414,The Players,2012,50,France,Comedy,Rated,109,2014-04-04,Emmanuelle Bercot,"['Jean Dujardin', ' Gilles Lellouche', ' Géraldine Nakache']",French,5.3,10854.0,10893180888.0,1619719448.0,33
4197,4295,6452,10417,Playing for Keeps,2012,2840,USA,Comedy,Rated,105,2012-12-07,Gabriele Muccino,"['Gerard Butler', ' Jessica Biel', ' Noah Lomax']",English,5.7,13102272.0,10187347362.0,1490816438.0,21
4198,4296,6453,10419,Playmobil: The Secret of Pirate Island,2009,0,USA,Animation,Rated,134,2019-01-18,Alexander E. Sokoloff,"['Ashleigh Ball', ' Kathleen Barr', ' Don Breithaupt']",English,7.0,0.0,,,2
4199,4297,6454,10420,The Playroom,2012,12,USA,Drama,Unrated,83,2013-04-05,Julia Dyer,"['Ian Veteto', ' Alexandra Doke', ' Jonathon McClendon']",English,5.3,5964.0,11041914748.0,1670662348.0,37
4200,4298,6455,10422,Please Give,2010,272,USA,Comedy,Rated,87,2010-04-30,Nicole Holofcener,"['Rebecca Hall', ' Elizabeth Keener', ' Elise Ivy']",English,6.6,4033574.0,10639535233.0,1435263724.0,30
4201,4299,6456,10423,The Pleasure of Being Robbed,2008,7,USA,Drama,Rated,71,2008-10-03,Josh Safdie,"[""Bat 'Batman' Baxter"", ' Alex Billig', ' Wayne Chin']",English,5.7,10687.0,9767268194.0,1293680617.0,37
4202,4300,6457,10424,The Pleasures of Being Out of Step,2013,2,USA,Documentary,Rated,87,2014-05-16,David L. Lewis,"['Andre Braugher', ' Nat Hentoff']",English,7.9,13137.0,10893180888.0,49307450.0,41
4203,4301,6460,10428,Plot for Peace,2013,2,South Africa,Documentary,Unrated,84,2014-10-31,Carlos Agulló,"['Jean-Yves Ollivier', ' Winnie Mandela', ' Thabo Mbeki']",English,6.7,7051.0,10893180888.0,49307450.0,56
4204,4302,6461,10430,A Plumm Summer,2007,58,USA,Adventure,Rated,99,2008-04-25,Caroline Zelder,"['Jeff Daniels', ' William Baldwin', ' Henry Winkler']",English,6.1,63521.0,9767268194.0,2920391521.0,34
4205,4303,6462,10432,Plush,2013,10,USA,Drama,Rated,99,2013-09-13,Catherine Hardwicke,"['Emily Browning', ' Xavier Samuel', ' Cam Gigandet']",English,5.4,3080.0,11041914748.0,1670662348.0,51
4206,4304,6464,10435,Apartment 1303,2007,0,Japan,Horror,Unrated,94,2013-07-25,Ataru Oikawa,"['Noriko Nakagoshi', ' Arata Furuta', ' Eriko Hatsune']",Japanese,4.8,0.0,11041914748.0,308863451.0,32
4207,4305,6465,10436,Apartment 143,2011,1,Spain,Horror,Rated,80,2012-06-01,Carles Torrens,"['Francesc Garrido', ' Fiona Glascott', ' Rick Gonzalez']",English,5.1,383.0,10187347362.0,404326975.0,29
4208,4306,6467,10441,Apollo 18,2011,3330,USA,Horror,Rated,86,2011-09-02,Gonzalo López-Gallego,"['Warren Christie', ' Lloyd Owen', ' Ryan Robbins']",English,5.2,17687709.0,10589599184.0,531211616.0,43
4209,4307,6468,10443,Appaloosa,2008,1290,USA,Crime,Rated,115,2008-09-19,Ed Harris,"['Robert Jauregui', ' Jeremy Irons', ' Timothy V. Murphy']",English,6.8,20211394.0,9767268194.0,,30
4210,4308,6469,10444,The Apparition,2012,810,USA,Horror,Rated,82,2012-08-24,Todd Lincoln,"['Ashley Greene', ' Sebastian Stan', ' Tom Felton']",English,4.1,4936819.0,10187347362.0,404326975.0,46
4211,4309,6470,10445,Apparition Hill,2016,26,USA,Documentary,Rated,115,2016-08-05,Sean Bloomfield,['nan'],English,9.0,170457.0,11149116327.0,65052467.0,44
4212,4310,6472,10451,Apprentice,2016,3,Singapore,Drama,Rated,115,2017-03-03,Junfeng Boo,"['Firdaus Rahman', ' Wan Hanafi Su', ' Mastura Ahmad']",Malay,6.5,2578.0,11216236720.0,1339173437.0,36
4213,4311,6473,10452,Approaching Midnight,2013,6,USA,Crime,Rated,86,2013-08-30,Sam Logan Khaleghi,"['Jana Kramer', ' Sam Logan Khaleghi', ' Brandon T. Jackson']",English,5.0,2795.0,11041914748.0,,44
4214,4312,6474,10453,Approaching the Unknown,2016,11,USA,Drama,Rated,90,2016-06-03,Mark Elijah Rosenberg,"['Mark Strong', ' Luke Wilson', ' Sanaa Lathan']",English,4.8,10232.0,11149116327.0,2060252692.0,42
4215,4313,6475,10454,Approved for Adoption,2012,1,France,Animation,Rated,70,2013-11-08,Laurent Boileau,"['Maxym Anciaux', ' Cathy Boquet', ' Mahé Collet']",French,7.3,4015.0,11041914748.0,,42
4216,4314,6477,10456,April and the Extraordinary World,2015,35,France,Animation,Rated,105,2016-03-25,Christian Desmares,"['Marion Cotillard', ' Philippe Katerine', ' Jean Rochefort']",French,7.4,295488.0,11149116327.0,,42
4217,4315,6478,10458,April Showers,2009,18,USA,Crime,Rated,94,2009-04-24,Andrew Robinson,"['Kelly Blatz', ' Daryl Sabara', ' Janel Parrish']",English,6.0,16880.0,9750709587.0,,32
4218,4316,6480,10461,Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,877,USA,Animation,Rated,86,2007-04-13,Matt Maiellaro,"['Dana Snyder', ' Carey Means', ' Dave Willis']",English,6.9,5520368.0,9190502983.0,,17
4219,4317,6483,10464,Aquarius,2016,31,Brazil,Drama,Unrated,146,2016-10-14,Kleber Mendonça Filho,"['Sonia Braga', ' Maeve Jinkings', ' Irandhir Santos']",Portuguese,7.6,285930.0,11149116327.0,2060252692.0,46
4220,4318,6484,10468,Arabian Nights: Volume 1 - The Restless One,2015,3,Portugal,Drama,Rated,125,2015-12-04,Miguel Gomes,"['Crista Alfaiate', ' Miguel Gomes', ' Maria Rueff']",Portuguese,7.1,12260.0,10354970864.0,1679582816.0,34
4221,4319,6485,10469,Arabian Nights: Volume 2 - The Desolate One,2015,3,Portugal,Drama,Rated,131,2015-12-11,Miguel Gomes,"['Crista Alfaiate', ' Chico Chapas', ' Luísa Cruz']",Portuguese,7.2,6398.0,10354970864.0,1679582816.0,34
4222,4320,6486,10470,Arabian Nights: Volume 3 - The Enchanted One,2015,3,Portugal,Drama,Rated,125,2015-12-18,Miguel Gomes,"['Crista Alfaiate', ' Américo Silva', ' Amar Bounachada']",Portuguese,6.6,4502.0,10354970864.0,1679582816.0,34
4223,4321,6488,10473,Arbitrage,2012,256,USA,Drama,Rated,107,2012-09-14,Nicholas Jarecki,"['Richard Gere', ' Susan Sarandon', ' Tim Roth']",English,6.6,7919574.0,10187347362.0,1490190858.0,43
4224,4322,6489,10474,The Arbor,2010,3,UK,Documentary,Unrated,94,2011-04-27,Clio Barnard,"['Manjinder Virk', ' Christine Bottomley', ' Natalie Gavin']",English,7.2,21620.0,10589599184.0,93825307.0,40
4225,4323,6490,10475,Archie's Final Project,2009,1,USA,Comedy,Unrated,107,2011-09-23,David Lee Miller,"['David Carradine', ' Mariel Hemingway', ' Brooke Nevin']",English,7.2,17282.0,10589599184.0,1376087969.0,43
4226,4324,6491,10476,Archipelago,2010,1,UK,Drama,Unrated,114,2014-06-27,Joanna Hogg,"['Christopher Baker', ' Kate Fahy', ' Tom Hiddleston']",English,6.0,7791.0,10893180888.0,1338281892.0,42
4227,4325,6493,10478,Architects of Denial,2017,11,USA,Documentary,Rated,102,2017-10-06,David Lee George,"['Taner Akçam', ' Julian Assange', ' Jonathan Babington-Heina']",English,8.2,65424.0,11216236720.0,50850748.0,47
4228,4326,6494,10479,Arctic Tale,2007,227,USA,Documentary,Rated,96,2007-07-25,Adam Ravetch,"['Queen Latifah', ' Katrina Agate', ' Zain Ali']",English,7.0,833532.0,9190502983.0,102279769.0,11
4229,4327,6495,10480,The Ardennes,2015,6,Belgium,Drama,Unrated,96,2017-01-06,Robin Pront,"['Kevin Janssens', ' Jeroen Perceval', ' Veerle Baetens']",Flemish,6.8,5638.0,11216236720.0,1339173437.0,33
4230,4328,6496,10481,Ardor,2014,17,Argentina,Drama,Rated,101,2015-07-17,Pablo Fendrik,"['Alice Braga', ' Gael García Bernal', ' Claudio Tolcachir']",Spanish,5.1,18565.0,10354970864.0,1679582816.0,35
4231,4329,6497,10482,Are We Done Yet?,2007,2944,Canada,Comedy,Rated,92,2007-04-04,Steve Carr,"['Ice Cube', ' Nia Long', ' John C. McGinley']",English,4.1,49662533.0,9190502983.0,1955138318.0,17
4232,4330,6499,10484,Are You Here,2013,0,USA,Comedy,Rated,114,2014-08-22,Matthew Weiner,"['Owen Wilson', ' Zach Galifianakis', ' Jay Gates']",English,5.3,0.0,10893180888.0,1619719448.0,38
4233,4331,6500,10485,Area 51,2015,16,USA,Horror,Rated,91,2015-05-15,Oren Peli,"['Reid Warner', ' Darrin Bragg', ' Ben Rovner']",English,4.2,7556.0,10354970864.0,254898971.0,45
4234,4332,6501,10486,Argentina,2015,3,Argentina,Documentary,Rated,85,2016-06-17,Carlos Saura,"['Pedro Aznar', ' Juan Falú', ' Marian Farías Gómez']",Spanish,6.8,14869.0,11149116327.0,65052467.0,42
4235,4333,6502,10487,Argo,2012,3247,USA,Adventure,Rated,120,2012-10-12,Ben Affleck,"['Ben Affleck', ' Bryan Cranston', ' Alan Arkin']",English,7.7,136025503.0,10187347362.0,2824412451.0,44
4236,4334,6503,10489,Arise from Darkness,2016,1,USA,Thriller,Unrated,90,2017-01-06,La Raza,"['Zachary Laoutides', ' Mónica Esmeralda León', ' Emmanuel Isaac']",Hebrew,7.4,6112.0,11216236720.0,,33
4237,4335,6505,10492,Arjun: The Warrior Prince,2012,10,India,Animation,Unrated,96,2012-05-25,Arnab Chaudhuri,"['Yudhveer Bakoliya', ' Ashok Banthia', ' Ravi Khanvilkar']",Hindi,7.0,10017.0,10187347362.0,,34
4238,4336,6506,10493,The Ark of Mr Chow,2015,12,China,Comedy,Rated,106,2015-06-19,Yang Xiao,"['Zijian Dong', ' Jiaqi Li', ' Honglei Sun']",Mandarin,5.5,54075.0,10354970864.0,1272411206.0,40
4239,4337,6507,10495,Armadillo,2010,1,Denmark,Documentary,Unrated,105,2011-04-15,Janus Metz,['nan'],Danish,7.6,14566.0,10589599184.0,93825307.0,40
4240,4338,6509,10499,The Armor of Light,2015,26,USA,Documentary,Rated,88,2015-10-30,Abigail Disney,"['Nathan David Kistler', ' Lucy McBath', ' Rob Schenck']",English,6.4,12267.0,10354970864.0,88392417.0,53
4241,4339,6510,10500,Armored,2009,1919,USA,Action,Rated,88,2009-12-04,Nimród Antal,"['Matt Dillon', ' Jean Reno', ' Laurence Fishburne']",English,5.7,15988876.0,9750709587.0,1961967999.0,23
4242,4340,6511,10501,The Armstrong Lie,2013,77,USA,Documentary,Rated,124,2013-11-08,Alex Gibney,"['Reed Albergotti', ' Betsy Andreu', ' Frankie Andreu']",English,7.2,383294.0,11041914748.0,131885122.0,42
4243,4341,6512,10502,Army of Crime,2009,3,France,Drama,Unrated,139,2010-08-20,Robert Guédiguian,"['Simon Abkarian', ' Virginie Ledoyen', ' Robinson Stévenin']",French,6.7,37031.0,10639535233.0,1834327761.0,26
4244,4342,6513,10504,Around a Small Mountain,2009,3,France,Comedy,Rated,84,2010-07-09,Jacques Rivette,"['Jane Birkin', ' Sergio Castellitto', ' André Marcon']",French,6.2,33216.0,10639535233.0,1435263724.0,31
4245,4343,6514,10505,Around June,2008,2,USA,Animation,Unrated,93,2012-02-24,James Savoca,"['Samaire Armstrong', ' Brad William Henke', ' Jon Gries']",English,5.3,12578.0,10187347362.0,,29
4246,4344,6518,10509,Arranged,2007,2,USA,Comedy,Unrated,90,2007-12-14,Diane Crespo,"['Zoe Lister-Jones', ' Francis Benhamou', ' Mimi Lieber']",English,7.4,23571.0,9190502983.0,1955138318.0,20
4247,4345,6519,10512,Arrival,2016,3115,USA,Drama,Rated,116,2016-11-11,Denis Villeneuve,"['Amy Adams', ' Jeremy Renner', ' Forest Whitaker']",English,8.0,100546139.0,11149116327.0,2060252692.0,35
4248,4346,6520,10514,Art and Craft,2014,20,USA,Documentary,Rated,89,2014-09-19,Sam Cullman,"['Mark A. Landis', ' Lester Sullivan', ' Irwin Lakov']",English,7.1,235037.0,10893180888.0,49307450.0,46
4249,4347,6521,10515,Art Bastard,2016,2,USA,Documentary,Rated,82,2016-06-03,Victor Kanefsky,['Robert Cenedella'],English,7.0,19600.0,11149116327.0,65052467.0,42
4250,4348,6522,10516,Art Is... The Permanent Revolution,2012,1,USA,Documentary,Unrated,82,2012-03-02,Manfred Kirchheimer,"['Sigmund Abeles', ' Ann Chernow', ' Paul Marcus']",English,6.6,4291.0,10187347362.0,82817592.0,49
4251,4349,6523,10517,The Art of Being Straight,2008,2,USA,Comedy,Rated,67,2009-06-05,Jesse Rosen,"['Jesse Janzen', ' Tyler Jenich', ' Bryan McGowan']",English,5.0,12831.0,9750709587.0,2099450726.0,24
4252,4350,6524,10518,The Art of Getting By,2011,610,USA,Drama,Rated,83,2011-06-17,Gavin Wiesen,"['Freddie Highmore', ' Emma Roberts', ' Sasha Spielberg']",English,6.6,1430241.0,10589599184.0,1687447132.0,30
4253,4351,6525,10520,The Art of the Steal,2013,34,Canada,Comedy,Rated,90,2010-02-26,Jonathan Sobol,"['Kurt Russell', ' Matt Dillon', ' Jay Baruchel']",English,6.3,544890.0,10639535233.0,1435263724.0,22
4254,4352,6526,10521,The Art of the Steal,2013,60,Canada,Comedy,Rated,90,2014-03-14,Jonathan Sobol,"['Kurt Russell', ' Matt Dillon', ' Jay Baruchel']",English,6.3,64065.0,10893180888.0,1619719448.0,47
4255,4353,6529,10525,Arthur,2011,701,USA,Comedy,Rated,110,1981-07-17,Jason Winer,"['Russell Brand', ' Helen Mirren', ' Greta Gerwig']",English,5.7,95461682.0,,,2
4256,4354,6531,10528,Arthur Christmas,2011,3376,UK,Animation,Rated,97,2011-11-23,Sarah Smith,"['James McAvoy', ' Hugh Laurie', ' Bill Nighy']",English,7.1,46462469.0,10589599184.0,,28
4257,4355,6532,10529,Arthur Newman,2012,248,USA,Drama,Rated,101,2013-04-26,Dante Ariola,"['Colin Firth', ' Emily Blunt', ' Lucas Hedges']",English,5.7,207853.0,11041914748.0,1670662348.0,37
4258,4356,6533,10531,The Artist,2011,1756,France,Comedy,Rated,100,2011-11-25,Michel Hazanavicius,"['Jean Dujardin', ' Bérénice Bejo', ' John Goodman']",English,7.9,44671682.0,10589599184.0,1376087969.0,28
4259,4357,6534,10532,The Artist and the Model,2012,11,Spain,Drama,Rated,105,2013-08-02,Fernando Trueba,"['Jean Rochefort', ' Aida Folch', ' Claudia Cardinale']",French,6.7,127958.0,11041914748.0,1670662348.0,44
4260,4358,6538,10540,Nebraska,2013,968,USA,Adventure,Rated,115,2013-11-15,Alexander Payne,"['Bruce Dern', ' Will Forte', ' June Squibb']",English,7.7,17654912.0,11041914748.0,3299119819.0,42
4261,4359,6540,10543,Need for Speed,2014,3115,USA,Action,Rated,132,2014-03-14,Scott Waugh,"['Aaron Paul', ' Dominic Cooper', ' Imogen Poots']",English,6.5,43577636.0,10893180888.0,2225063194.0,47
4262,4360,6541,10545,Neerja,2016,121,India,Adventure,Rated,122,2016-02-19,Ram Madhvani,"['Sonam Kapoor', ' Shabana Azmi', ' Yogendra Tikku']",Hindi,7.8,1585687.0,11149116327.0,3051739355.0,26
4263,4361,6542,10547,Neighboring Sounds,2012,3,Brazil,Drama,Unrated,131,2012-08-24,Kleber Mendonça Filho,"['Ana Rita Gurgel', ' Caio Almeida', ' Maeve Jinkings']",Portuguese,7.1,60255.0,10187347362.0,1490190858.0,46
4264,4362,6543,10548,Neighbors,2014,3311,USA,Comedy,Rated,97,2014-05-09,Nicholas Stoller,"['Seth Rogen', ' Rose Byrne', ' Elise Vargas']",English,6.3,150157400.0,10893180888.0,1619719448.0,41
4265,4363,6544,10549,Neighbors 2: Sorority Rising,2016,3416,USA,Comedy,Rated,92,2016-05-20,Nicholas Stoller,"['Seth Rogen', ' Zac Efron', ' Rose Byrne']",English,5.7,55455765.0,11149116327.0,1321791183.0,32
4266,4364,6545,10550,Neil Young Journeys,2011,23,USA,Documentary,Rated,87,2012-06-29,Jonathan Demme,['Neil Young'],English,6.6,215026.0,10187347362.0,82817592.0,29
4267,4365,6547,10552,Neither Heaven Nor Earth,2015,3,France,Drama,Unrated,100,2016-08-05,Clément Cogitore,"['Jérémie Renier', ' Swann Arlaud', ' Marc Robert']",French,6.4,12810.0,11149116327.0,2060252692.0,44
4268,4366,6548,10557,Neon Bull,2015,4,Brazil,Drama,Unrated,101,2016-04-08,Gabriel Mascaro,"['Juliano Cazarré', ' Maeve Jinkings', ' Josinaldo Alves']",Portuguese,6.9,26734.0,11149116327.0,2060252692.0,51
4269,4367,6549,10558,The Neon Demon,2016,783,Denmark,Horror,Rated,118,2016-06-24,Nicolas Winding Refn,"['Elle Fanning', ' Karl Glusman', ' Jena Malone']",English,6.2,1333124.0,11149116327.0,374243647.0,42
4270,4368,6550,10559,Neon Flesh,2010,1,Spain,Comedy,Unrated,98,2012-02-24,Paco Cabezas,"['Mario Casas', ' Vicente Romero', ' Luciano Cáceres']",Spanish,5.8,0.0,10187347362.0,1490816438.0,29
4271,4369,6551,10562,Neruda,2016,46,Chile,Biography,Rated,107,2016-12-16,Pablo Larraín,"['Gael García Bernal', ' Luis Gnecco', ' Mercedes Morán']",Spanish,7.0,939101.0,11149116327.0,,26
4272,4370,6552,10563,Nerve,2016,2538,USA,Adventure,Rated,96,2016-07-27,Henry Joost,"['Emma Roberts', ' Dave Franco', ' Emily Meade']",English,6.6,38583626.0,11149116327.0,3051739355.0,42
4273,4371,6554,10569,Never Back Down,2008,2729,USA,Action,Rated,110,2008-03-14,Jeff Wadlow,"['Sean Faris', ' Amber Heard', ' Cam Gigandet']",English,6.6,24850922.0,9767268194.0,1481747614.0,32
4274,4372,6557,10574,Never Forever,2007,2,South Korea,Drama,Rated,104,2008-04-11,Gina Kim,"['Vera Farmiga', ' David Lee McInnis', ' Joseph Y. Kim']",Korean,6.5,14485.0,9767268194.0,1293680617.0,34
4275,4373,6558,10576,Never Here,2017,0,USA,Mystery,Rated,110,2017-10-20,Camille Thoman,"['Mireille Enos', ' Sam Shepard', ' Goran Visnjic']",English,6.4,0.0,11216236720.0,,47
4276,4374,6559,10577,Never Let Me Go,2010,232,UK,Drama,Rated,103,2010-09-15,Mark Romanek,"['Carey Mulligan', ' Andrew Garfield', ' Izzy Meikle-Small']",English,7.2,2434652.0,10639535233.0,1834327761.0,36
4277,4375,6562,10587,The New Girlfriend,2014,45,France,Drama,Rated,108,2015-09-18,François Ozon,"['Romain Duris', ' Anaïs Demoustier', ' Raphaël Personnaz']",French,6.5,146754.0,10354970864.0,1679582816.0,47
4278,4376,6564,10589,New in Town,2009,1941,USA,Comedy,Rated,97,2009-01-30,Jonas Elmer,"['Renée Zellweger', ' Harry Connick Jr.', ' Siobhan Fallon Hogan']",English,5.6,16734283.0,9750709587.0,2099450726.0,18
4279,4377,6565,10593,New Life,2016,0,USA,Drama,Rated,88,2016-10-28,Drew Waters,"['James Marsters', "" Terry O'Quinn"", ' Barry Corbin']",English,5.8,0.0,11149116327.0,2060252692.0,46
4280,4378,6567,10596,The New Rijksmuseum,2008,5,Netherlands,Documentary,Rated,120,2015-06-19,Oeke Hoogendijk,['nan'],English,7.3,40578.0,10354970864.0,88392417.0,40
4281,4379,6569,10599,The New Twenty,2008,1,USA,Drama,Unrated,92,2009-03-20,Chris Mason Johnson,"['Bill Sage', ' Terry Serpico', ' Nicole Bilderback']",English,5.1,17625.0,9750709587.0,1089198448.0,27
4282,4380,6571,10602,New World Order,2009,3,USA,Documentary,Rated,83,2016-09-23,Luke Meyer,"['Alex Jones', ' Luke Rudowski', ' Jack McLamb']",English,5.8,20205.0,11149116327.0,65052467.0,54
4283,4381,6573,10604,New Year's Eve,2011,3505,USA,Comedy,Rated,113,2011-12-09,Garry Marshall,"['Michelle Pfeiffer', ' Zac Efron', ' Charlotte Marshall-Fricker']",English,5.7,54544638.0,10589599184.0,1376087969.0,25
4284,4382,6574,10605,The New Year's Eve of Old Lee,2016,6,China,Drama,Rated,106,2016-02-12,Qunshu Gao,"['Rayza', ' Ni Yan', ' Benshan Zhao']",Chinese,4.2,25358.0,11149116327.0,2060252692.0,26
4285,4383,6575,10606,New York,2009,60,India,Crime,Rated,153,2009-06-26,Kabir Khan,"['John Abraham', ' Neil Nitin Mukesh', ' Katrina Kaif']",Hindi,6.8,997437.0,9750709587.0,,24
4286,4384,6579,10611,"New York, I Love You",2008,118,USA,Comedy,Rated,103,2009-10-16,Fatih Akin,"['Hayden Christensen', ' Andy Garcia', ' Rachel Bilson']",English,6.3,1588015.0,9750709587.0,2099450726.0,37
4287,4385,6580,10613,Newlyweds,2011,1,USA,Comedy,Unrated,95,2012-01-13,Edward Burns,"['Edward Burns', ' Kerry Bishé', ' Marsha Dietlein']",English,6.4,4584.0,10187347362.0,1490816438.0,30
4288,4386,6581,10614,News from Planet Mars,2016,1,France,Comedy,Rated,101,2016-07-22,Dominik Moll,"['François Damiens', ' Vincent Macaigne', ' Veerle Baetens']",French,6.2,310.0,11149116327.0,1321791183.0,42
4289,4387,6582,10616,Disney's Newsies the Broadway Musical,2017,780,USA,Musical,Rated,149,2017-02-18,Brett Sullivan,"['Jeremy Jordan', ' Ben Fankhauser', ' Kara Lindsay']",English,8.6,2545060.0,11216236720.0,38847967.0,30
